Hour_sin,Hour_cos,Soil_Temp,Rainfall,Soil_Moisture
-0.9659,0.2588,13.5,0.0,0.324
-0.866,0.5,15.1,0.0,0.323
-0.7071,0.7071,16.3,0.0,0.321
-0.5,0.866,16.9,0.0,0.32
-0.2588,0.9659,16.5,0.0,0.319
0.0,1.0,15.0,0.0,0.318
0.2588,0.9659,13.5,0.0,0.317
0.5,0.866,10.9,0.0,0.318
0.7071,0.7071,9.5,0.0,0.318
0.866,0.5,8.8,0.0,0.318
0.9659,0.2588,8.3,0.0,0.319
1.0,0.0,7.8,0.0,0.319
0.9659,-0.2588,7.5,0.0,0.319
0.866,-0.5,7.4,0.0,0.319
0.7071,-0.7071,7.4,0.0,0.319
0.5,-0.866,6.8,0.0,0.319
0.2588,-0.9659,6.6,0.0,0.319
0.0,-1.0,6.6,0.0,0.319
-0.2588,-0.9659,6.5,0.0,0.319
-0.5,-0.866,6.2,0.0,0.319
-0.7071,-0.7071,6.0,0.0,0.319
-0.866,-0.5,6.5,0.0,0.319
-0.9659,-0.2588,8.4,0.0,0.319
-1.0,-0.0,10.3,0.0,0.319
-0.9659,0.2588,12.4,0.0,0.318
-0.866,0.5,14.1,0.0,0.317
-0.7071,0.7071,15.5,0.0,0.316
-0.5,0.866,16.2,0.0,0.314
-0.2588,0.9659,15.9,0.0,0.313
0.0,1.0,14.6,0.0,0.312
0.2588,0.9659,13.8,0.0,0.312
0.5,0.866,13.0,0.0,0.313
0.7071,0.7071,11.1,0.0,0.313
0.866,0.5,9.8,0.0,0.313
0.9659,0.2588,9.4,0.0,0.313
1.0,0.0,8.8,0.0,0.313
0.9659,-0.2588,8.8,0.0,0.314
0.866,-0.5,8.5,0.0,0.314
0.7071,-0.7071,8.2,0.0,0.314
0.5,-0.866,8.3,0.0,0.314
0.2588,-0.9659,8.6,0.0,0.314
0.0,-1.0,8.4,0.0,0.314
-0.2588,-0.9659,8.2,0.0,0.314
-0.5,-0.866,8.1,0.0,0.314
-0.7071,-0.7071,7.8,0.0,0.314
-0.866,-0.5,8.3,0.0,0.314
-0.9659,-0.2588,9.8,0.0,0.314
-1.0,-0.0,11.4,0.2,0.314
-0.9659,0.2588,13.0,0.0,0.314
-0.866,0.5,14.6,0.0,0.313
-0.7071,0.7071,16.2,0.0,0.312
-0.5,0.866,16.8,0.0,0.31
-0.2588,0.9659,17.0,0.0,0.309
0.0,1.0,15.9,0.0,0.308
0.2588,0.9659,14.6,0.0,0.308
0.5,0.866,12.6,0.0,0.309
0.7071,0.7071,11.0,0.0,0.309
0.866,0.5,10.4,0.0,0.309
0.9659,0.2588,10.0,0.0,0.309
1.0,0.0,9.4,0.0,0.31
0.9659,-0.2588,9.0,0.0,0.31
0.866,-0.5,8.5,0.0,0.31
0.7071,-0.7071,8.2,0.0,0.31
0.5,-0.866,8.1,0.0,0.31
0.2588,-0.9659,7.6,0.0,0.31
0.0,-1.0,7.6,0.0,0.31
-0.2588,-0.9659,7.5,0.0,0.31
-0.5,-0.866,7.5,0.0,0.31
-0.7071,-0.7071,7.3,0.0,0.31
-0.866,-0.5,8.1,0.0,0.31
-0.9659,-0.2588,9.5,0.2,0.31
-1.0,-0.0,11.4,0.0,0.31
-0.9659,0.2588,13.5,0.0,0.31
-0.866,0.5,15.1,0.0,0.308
-0.7071,0.7071,16.7,0.0,0.306
-0.5,0.866,17.5,0.0,0.304
-0.2588,0.9659,17.0,0.0,0.303
0.0,1.0,16.0,0.0,0.301
0.2588,0.9659,14.6,0.0,0.301
0.5,0.866,12.7,0.0,0.302
0.7071,0.7071,11.3,0.0,0.302
0.866,0.5,10.5,0.0,0.302
0.9659,0.2588,10.3,0.0,0.302
1.0,0.0,9.8,0.0,0.302
0.9659,-0.2588,9.4,0.0,0.302
0.866,-0.5,9.0,0.0,0.302
0.7071,-0.7071,8.9,0.0,0.302
0.5,-0.866,8.7,0.0,0.302
0.2588,-0.9659,8.6,0.0,0.303
0.0,-1.0,8.5,0.0,0.302
-0.2588,-0.9659,8.4,0.0,0.302
-0.5,-0.866,8.2,0.0,0.302
-0.7071,-0.7071,7.9,0.0,0.303
-0.866,-0.5,8.6,0.0,0.302
-0.9659,-0.2588,10.1,0.0,0.302
-1.0,-0.0,12.0,0.0,0.302
-0.9659,0.2588,13.7,0.0,0.3
-0.866,0.5,15.3,0.0,0.299
-0.7071,0.7071,17.1,0.0,0.297
-0.5,0.866,17.7,0.0,0.295
-0.2588,0.9659,17.6,0.0,0.293
0.0,1.0,16.5,0.0,0.292
0.2588,0.9659,15.4,0.0,0.292
0.5,0.866,14.0,0.0,0.292
0.7071,0.7071,12.1,0.0,0.293
0.866,0.5,11.2,0.0,0.293
0.9659,0.2588,10.5,0.0,0.293
1.0,0.0,10.1,0.0,0.293
0.9659,-0.2588,9.9,0.0,0.293
0.866,-0.5,9.5,0.0,0.293
0.7071,-0.7071,9.2,0.0,0.294
0.5,-0.866,8.9,0.0,0.294
0.2588,-0.9659,8.8,0.0,0.293
0.0,-1.0,8.8,0.0,0.293
-0.2588,-0.9659,8.5,0.0,0.293
-0.5,-0.866,8.5,0.0,0.294
-0.7071,-0.7071,8.4,0.0,0.294
-0.866,-0.5,9.1,0.0,0.294
-0.9659,-0.2588,10.5,0.0,0.293
-1.0,-0.0,12.5,0.0,0.293
-0.9659,0.2588,14.2,0.0,0.292
-0.866,0.5,15.8,0.0,0.29
-0.7071,0.7071,17.3,0.0,0.288
-0.5,0.866,18.1,0.0,0.286
-0.2588,0.9659,17.7,0.0,0.284
0.0,1.0,16.7,0.0,0.285
0.2588,0.9659,15.4,0.0,0.285
0.5,0.866,14.0,0.0,0.284
0.7071,0.7071,12.9,0.0,0.284
0.866,0.5,12.3,0.0,0.284
0.9659,0.2588,11.1,0.0,0.285
1.0,0.0,11.0,0.0,0.285
0.9659,-0.2588,10.4,0.0,0.285
0.866,-0.5,10.0,0.0,0.285
0.7071,-0.7071,9.6,0.0,0.285
0.5,-0.866,9.4,0.0,0.285
0.2588,-0.9659,9.2,0.0,0.285
0.0,-1.0,9.0,0.0,0.285
-0.2588,-0.9659,8.9,0.0,0.285
-0.5,-0.866,8.8,0.0,0.286
-0.7071,-0.7071,8.5,0.0,0.286
-0.866,-0.5,9.3,0.0,0.286
-0.9659,-0.2588,10.8,0.0,0.286
-1.0,-0.0,12.8,0.0,0.285
-0.9659,0.2588,14.2,0.0,0.285
-0.866,0.5,16.0,0.0,0.284
-0.7071,0.7071,17.7,0.0,0.281
-0.5,0.866,18.6,0.0,0.279
-0.2588,0.9659,18.4,0.0,0.278
0.0,1.0,17.2,0.0,0.277
0.2588,0.9659,15.8,0.0,0.277
0.5,0.866,13.4,0.0,0.277
0.7071,0.7071,12.6,0.0,0.277
0.866,0.5,11.9,0.0,0.277
0.9659,0.2588,11.7,0.0,0.278
1.0,0.0,11.4,0.0,0.278
0.9659,-0.2588,11.1,0.0,0.278
0.866,-0.5,10.7,0.0,0.278
0.7071,-0.7071,10.4,0.0,0.278
0.5,-0.866,10.5,0.0,0.278
0.2588,-0.9659,10.4,0.0,0.278
0.0,-1.0,10.0,0.0,0.278
-0.2588,-0.9659,9.7,0.0,0.279
-0.5,-0.866,9.7,0.0,0.279
-0.7071,-0.7071,9.4,0.0,0.279
-0.866,-0.5,9.9,0.0,0.279
-0.9659,-0.2588,11.3,0.0,0.279
-1.0,-0.0,13.2,0.0,0.279
-0.9659,0.2588,14.8,0.0,0.277
-0.866,0.5,16.3,0.0,0.276
-0.7071,0.7071,17.8,0.0,0.274
-0.5,0.866,18.6,0.0,0.273
-0.2588,0.9659,18.4,0.0,0.271
0.0,1.0,17.2,0.0,0.271
0.2588,0.9659,15.9,0.0,0.27
0.5,0.866,13.6,0.0,0.27
0.7071,0.7071,12.1,0.0,0.271
0.866,0.5,11.8,0.0,0.271
0.9659,0.2588,11.1,0.0,0.271
1.0,0.0,10.6,0.0,0.271
0.9659,-0.2588,10.2,0.0,0.271
0.866,-0.5,10.1,0.0,0.271
0.7071,-0.7071,9.7,0.0,0.271
0.5,-0.866,9.7,0.0,0.271
0.2588,-0.9659,9.4,0.0,0.271
0.0,-1.0,9.3,0.0,0.271
-0.2588,-0.9659,9.1,0.0,0.271
-0.5,-0.866,8.8,0.0,0.27
-0.7071,-0.7071,8.7,0.0,0.271
-0.866,-0.5,9.2,0.0,0.271
-0.9659,-0.2588,10.8,0.0,0.271
-1.0,-0.0,12.8,0.0,0.271
-0.9659,0.2588,14.9,0.2,0.27
-0.866,0.5,16.5,0.0,0.27
-0.7071,0.7071,17.9,0.0,0.268
-0.5,0.866,18.6,0.0,0.267
-0.2588,0.9659,18.5,0.0,0.266
0.0,1.0,17.3,0.0,0.265
0.2588,0.9659,16.1,0.0,0.264
0.5,0.866,14.1,0.0,0.265
0.7071,0.7071,12.4,0.0,0.265
0.866,0.5,12.2,0.0,0.265
0.9659,0.2588,11.8,0.0,0.265
1.0,0.0,11.0,0.0,0.265
0.9659,-0.2588,10.6,0.0,0.265
0.866,-0.5,10.4,0.0,0.265
0.7071,-0.7071,10.1,0.0,0.265
0.5,-0.866,9.9,0.0,0.265
0.2588,-0.9659,9.4,0.0,0.265
0.0,-1.0,9.1,0.0,0.265
-0.2588,-0.9659,8.8,0.0,0.265
-0.5,-0.866,8.3,0.0,0.265
-0.7071,-0.7071,8.4,0.0,0.265
-0.866,-0.5,9.2,0.0,0.265
-0.9659,-0.2588,10.8,0.3,0.265
-1.0,-0.0,12.9,0.0,0.265
-0.9659,0.2588,14.8,0.0,0.264
-0.866,0.5,16.4,0.0,0.263
-0.7071,0.7071,17.9,0.0,0.261
-0.5,0.866,18.4,0.0,0.259
-0.2588,0.9659,18.2,0.0,0.257
0.0,1.0,17.0,0.0,0.256
0.2588,0.9659,15.8,0.0,0.255
0.5,0.866,14.0,0.0,0.255
0.7071,0.7071,12.8,0.0,0.255
0.866,0.5,11.8,0.0,0.255
0.9659,0.2588,11.1,0.0,0.255
1.0,0.0,10.7,0.0,0.255
0.9659,-0.2588,10.5,0.0,0.255
0.866,-0.5,10.2,0.0,0.255
0.7071,-0.7071,10.0,0.0,0.255
0.5,-0.866,9.8,0.0,0.255
0.2588,-0.9659,9.6,0.0,0.255
0.0,-1.0,9.6,0.0,0.255
-0.2588,-0.9659,8.9,0.0,0.256
-0.5,-0.866,8.6,0.0,0.255
-0.7071,-0.7071,8.4,0.0,0.255
-0.866,-0.5,9.2,0.0,0.255
-0.9659,-0.2588,11.1,0.0,0.255
-1.0,-0.0,13.3,0.2,0.255
-0.9659,0.2588,15.3,0.0,0.254
-0.866,0.5,15.9,0.0,0.253
-0.7071,0.7071,15.9,0.0,0.252
-0.5,0.866,15.7,0.0,0.251
-0.2588,0.9659,15.6,0.0,0.251
0.0,1.0,16.1,0.0,0.25
0.2588,0.9659,15.2,0.0,0.249
0.5,0.866,14.0,0.0,0.249
0.7071,0.7071,13.2,0.0,0.249
0.866,0.5,13.2,0.0,0.249
0.9659,0.2588,13.0,0.0,0.249
1.0,0.0,12.6,0.0,0.249
0.9659,-0.2588,12.5,0.0,0.249
0.866,-0.5,12.2,0.0,0.249
0.7071,-0.7071,11.6,0.0,0.25
0.5,-0.866,11.2,0.0,0.249
0.2588,-0.9659,11.5,0.0,0.25
0.0,-1.0,12.0,0.0,0.249
-0.2588,-0.9659,11.6,0.0,0.25
-0.5,-0.866,11.1,0.0,0.25
-0.7071,-0.7071,11.8,0.0,0.25
-0.866,-0.5,12.7,0.0,0.25
-0.9659,-0.2588,14.0,0.0,0.25
-1.0,-0.0,15.0,0.0,0.249
-0.9659,0.2588,16.0,0.0,0.249
-0.866,0.5,18.0,0.0,0.247
-0.7071,0.7071,18.2,0.0,0.246
-0.5,0.866,17.7,0.0,0.245
-0.2588,0.9659,17.7,0.0,0.245
0.0,1.0,17.2,0.0,0.244
0.2588,0.9659,16.7,0.0,0.243
0.5,0.866,15.5,0.0,0.243
0.7071,0.7071,15.4,0.0,0.244
0.866,0.5,14.9,0.0,0.244
0.9659,0.2588,14.2,0.0,0.244
1.0,0.0,13.1,0.0,0.244
0.9659,-0.2588,12.5,0.0,0.244
0.866,-0.5,12.1,0.0,0.244
0.7071,-0.7071,11.9,0.0,0.244
0.5,-0.866,11.6,0.0,0.244
0.2588,-0.9659,11.3,0.0,0.244
0.0,-1.0,10.6,0.0,0.245
-0.2588,-0.9659,10.3,0.0,0.245
-0.5,-0.866,10.2,0.0,0.244
-0.7071,-0.7071,10.0,0.0,0.244
-0.866,-0.5,10.8,0.0,0.244
-0.9659,-0.2588,12.6,0.0,0.244
-1.0,-0.0,14.2,0.0,0.244
-0.9659,0.2588,16.0,0.0,0.244
-0.866,0.5,17.4,0.0,0.243
-0.7071,0.7071,18.6,0.0,0.242
-0.5,0.866,19.2,0.0,0.241
-0.2588,0.9659,19.0,0.0,0.239
0.0,1.0,17.9,0.0,0.238
0.2588,0.9659,16.7,0.0,0.238
0.5,0.866,14.3,0.0,0.238
0.7071,0.7071,13.1,0.0,0.238
0.866,0.5,12.7,0.0,0.239
0.9659,0.2588,12.0,0.0,0.238
1.0,0.0,11.2,0.0,0.238
0.9659,-0.2588,10.8,0.0,0.238
0.866,-0.5,10.5,0.0,0.238
0.7071,-0.7071,10.6,0.0,0.238
0.5,-0.866,10.4,0.0,0.239
0.2588,-0.9659,10.0,0.0,0.239
0.0,-1.0,9.8,0.0,0.239
-0.2588,-0.9659,9.5,0.0,0.238
-0.5,-0.866,9.3,0.0,0.239
-0.7071,-0.7071,8.9,0.0,0.239
-0.866,-0.5,9.8,0.0,0.239
-0.9659,-0.2588,11.6,0.0,0.238
-1.0,-0.0,13.6,0.0,0.238
-0.9659,0.2588,15.8,0.0,0.237
-0.866,0.5,17.7,0.0,0.236
-0.7071,0.7071,19.1,0.0,0.235
-0.5,0.866,19.7,0.0,0.233
-0.2588,0.9659,19.2,0.0,0.232
0.0,1.0,17.9,0.0,0.23
0.2588,0.9659,16.8,0.0,0.229
0.5,0.866,14.4,0.0,0.23
0.7071,0.7071,13.1,0.0,0.23
0.866,0.5,13.4,0.0,0.23
0.9659,0.2588,12.5,0.0,0.23
1.0,0.0,12.0,0.0,0.23
0.9659,-0.2588,11.9,0.0,0.23
0.866,-0.5,11.4,0.0,0.23
0.7071,-0.7071,11.0,0.0,0.23
0.5,-0.866,11.1,0.0,0.23
0.2588,-0.9659,11.0,0.0,0.23
0.0,-1.0,10.3,0.0,0.23
-0.2588,-0.9659,10.8,0.0,0.23
-0.5,-0.866,10.9,0.0,0.23
-0.7071,-0.7071,10.2,0.0,0.23
-0.866,-0.5,10.9,0.0,0.23
-0.9659,-0.2588,12.4,0.0,0.23
-1.0,-0.0,14.4,0.3,0.23
-0.9659,0.2588,16.1,0.0,0.229
-0.866,0.5,17.1,0.0,0.228
-0.7071,0.7071,16.9,0.0,0.228
-0.5,0.866,18.1,0.0,0.227
-0.2588,0.9659,17.2,0.0,0.226
0.0,1.0,16.9,0.0,0.225
0.2588,0.9659,15.9,0.0,0.225
0.5,0.866,14.1,0.0,0.225
0.7071,0.7071,13.4,0.0,0.225
0.866,0.5,13.0,0.0,0.225
0.9659,0.2588,12.7,0.0,0.225
1.0,0.0,12.7,0.0,0.225
0.9659,-0.2588,12.6,0.0,0.225
0.866,-0.5,12.5,0.0,0.225
0.7071,-0.7071,12.4,0.0,0.225
0.5,-0.866,12.5,0.0,0.225
0.2588,-0.9659,12.7,0.0,0.225
0.0,-1.0,13.0,0.0,0.225
-0.2588,-0.9659,12.4,0.0,0.225
-0.5,-0.866,12.6,0.0,0.225
-0.7071,-0.7071,12.9,0.0,0.225
-0.866,-0.5,13.6,0.0,0.225
-0.9659,-0.2588,14.1,0.0,0.225
-1.0,-0.0,14.7,0.0,0.225
-0.9659,0.2588,15.1,0.0,0.225
-0.866,0.5,16.5,0.0,0.224
-0.7071,0.7071,16.6,0.0,0.223
-0.5,0.866,17.8,0.0,0.222
-0.2588,0.9659,17.1,0.0,0.222
0.0,1.0,16.0,0.0,0.221
0.2588,0.9659,15.5,0.0,0.221
0.5,0.866,15.1,0.6,0.221
0.7071,0.7071,14.9,1.2,0.222
0.866,0.5,14.8,4.4,0.233
0.9659,0.2588,14.7,0.0,0.253
1.0,0.0,14.5,0.0,0.255
0.9659,-0.2588,14.4,0.8,0.255
0.866,-0.5,14.3,0.0,0.256
0.7071,-0.7071,14.1,0.0,0.257
0.5,-0.866,14.0,0.0,0.257
0.2588,-0.9659,13.6,0.9,0.258
0.0,-1.0,13.4,0.0,0.26
-0.2588,-0.9659,13.5,0.0,0.26
-0.5,-0.866,13.2,0.0,0.261
-0.7071,-0.7071,12.8,0.0,0.261
-0.866,-0.5,13.1,0.0,0.261
-0.9659,-0.2588,14.1,0.0,0.261
-1.0,-0.0,15.2,0.0,0.26
-0.9659,0.2588,16.2,0.0,0.259
-0.866,0.5,17.0,0.0,0.258
-0.7071,0.7071,18.1,0.0,0.257
-0.5,0.866,18.6,0.0,0.254
-0.2588,0.9659,18.2,0.0,0.253
0.0,1.0,16.8,0.0,0.252
0.2588,0.9659,15.5,0.0,0.252
0.5,0.866,14.4,0.0,0.251
0.7071,0.7071,13.6,0.0,0.251
0.866,0.5,12.7,0.0,0.251
0.9659,0.2588,11.8,0.0,0.251
1.0,0.0,11.4,0.0,0.251
0.9659,-0.2588,10.3,0.0,0.251
0.866,-0.5,10.2,0.0,0.251
0.7071,-0.7071,9.5,0.0,0.251
0.5,-0.866,8.9,0.0,0.251
0.2588,-0.9659,9.1,0.0,0.251
0.0,-1.0,9.2,0.0,0.251
-0.2588,-0.9659,8.9,0.0,0.251
-0.5,-0.866,8.9,0.0,0.25
-0.7071,-0.7071,8.3,0.0,0.25
-0.866,-0.5,9.4,0.0,0.25
-0.9659,-0.2588,11.2,0.0,0.25
-1.0,-0.0,12.7,0.0,0.25
-0.9659,0.2588,14.4,0.0,0.249
-0.866,0.5,15.9,0.0,0.248
-0.7071,0.7071,17.4,0.0,0.246
-0.5,0.866,18.1,0.0,0.244
-0.2588,0.9659,17.9,0.0,0.243
0.0,1.0,16.8,0.0,0.241
0.2588,0.9659,15.7,0.0,0.241
0.5,0.866,13.9,0.0,0.241
0.7071,0.7071,12.2,0.0,0.241
0.866,0.5,11.4,0.0,0.241
0.9659,0.2588,10.6,0.0,0.241
1.0,0.0,10.0,0.0,0.24
0.9659,-0.2588,9.7,0.0,0.241
0.866,-0.5,9.3,0.0,0.24
0.7071,-0.7071,9.1,0.0,0.241
0.5,-0.866,8.6,0.0,0.24
0.2588,-0.9659,8.5,0.0,0.24
0.0,-1.0,8.0,0.0,0.24
-0.2588,-0.9659,7.8,0.0,0.24
-0.5,-0.866,7.6,0.0,0.24
-0.7071,-0.7071,7.3,0.0,0.24
-0.866,-0.5,8.6,0.0,0.24
-0.9659,-0.2588,10.6,0.0,0.24
-1.0,-0.0,12.9,0.0,0.24
-0.9659,0.2588,14.8,0.0,0.239
-0.866,0.5,16.5,0.0,0.238
-0.7071,0.7071,18.0,0.0,0.236
-0.5,0.866,19.0,0.0,0.234
-0.2588,0.9659,19.0,0.0,0.232
0.0,1.0,17.8,0.0,0.23
0.2588,0.9659,16.3,0.0,0.23
0.5,0.866,13.7,0.0,0.23
0.7071,0.7071,12.7,0.0,0.23
0.866,0.5,11.5,0.0,0.229
0.9659,0.2588,11.0,0.0,0.23
1.0,0.0,10.8,0.0,0.23
0.9659,-0.2588,10.3,0.0,0.23
0.866,-0.5,9.9,0.0,0.23
0.7071,-0.7071,9.4,0.0,0.23
0.5,-0.866,10.3,0.0,0.23
0.2588,-0.9659,11.4,0.0,0.23
0.0,-1.0,11.8,0.0,0.23
-0.2588,-0.9659,10.9,0.0,0.23
-0.5,-0.866,10.4,0.0,0.23
-0.7071,-0.7071,10.0,0.0,0.23
-0.866,-0.5,11.1,0.0,0.23
-0.9659,-0.2588,12.6,0.0,0.23
-1.0,-0.0,14.1,0.0,0.229
-0.9659,0.2588,15.6,0.0,0.229
-0.866,0.5,16.6,0.0,0.228
-0.7071,0.7071,17.2,0.0,0.227
-0.5,0.866,16.5,0.0,0.226
-0.2588,0.9659,17.5,0.0,0.226
0.0,1.0,16.9,0.0,0.225
0.2588,0.9659,15.3,0.0,0.225
0.5,0.866,14.6,0.0,0.225
0.7071,0.7071,13.5,0.0,0.225
0.866,0.5,11.9,0.0,0.226
0.9659,0.2588,11.9,0.0,0.226
1.0,0.0,12.5,0.0,0.226
0.9659,-0.2588,11.8,0.0,0.226
0.866,-0.5,12.1,0.0,0.226
0.7071,-0.7071,12.4,0.0,0.226
0.5,-0.866,12.6,0.0,0.226
0.2588,-0.9659,12.4,0.0,0.226
0.0,-1.0,12.2,0.0,0.226
-0.2588,-0.9659,12.5,0.0,0.226
-0.5,-0.866,12.6,0.0,0.226
-0.7071,-0.7071,12.6,0.0,0.226
-0.866,-0.5,12.8,0.0,0.226
-0.9659,-0.2588,13.3,0.0,0.226
-1.0,-0.0,14.9,0.0,0.226
-0.9659,0.2588,15.6,0.0,0.224
-0.866,0.5,16.6,0.0,0.223
-0.7071,0.7071,17.6,0.0,0.223
-0.5,0.866,17.4,0.0,0.222
-0.2588,0.9659,16.9,0.0,0.221
0.0,1.0,16.0,0.0,0.221
0.2588,0.9659,15.3,0.0,0.221
0.5,0.866,14.8,0.0,0.22
0.7071,0.7071,14.5,0.0,0.22
0.866,0.5,14.2,0.0,0.221
0.9659,0.2588,14.2,0.0,0.22
1.0,0.0,14.1,0.0,0.221
0.9659,-0.2588,13.9,0.0,0.221
0.866,-0.5,13.8,0.0,0.22
0.7071,-0.7071,13.7,0.0,0.22
0.5,-0.866,13.6,0.0,0.22
0.2588,-0.9659,13.6,0.0,0.22
0.0,-1.0,13.4,0.0,0.22
-0.2588,-0.9659,13.4,0.0,0.22
-0.5,-0.866,13.4,0.0,0.22
-0.7071,-0.7071,13.5,1.0,0.221
-0.866,-0.5,13.5,1.1,0.224
-0.9659,-0.2588,13.7,7.4,0.246
-1.0,-0.0,13.5,1.4,0.296
-0.9659,0.2588,13.8,0.7,0.289
-0.866,0.5,14.3,0.0,0.288
-0.7071,0.7071,13.5,1.7,0.287
-0.5,0.866,15.4,0.4,0.297
-0.2588,0.9659,15.0,0.0,0.297
0.0,1.0,14.2,0.0,0.296
0.2588,0.9659,13.5,0.0,0.295
0.5,0.866,12.5,0.0,0.294
0.7071,0.7071,12.0,0.0,0.293
0.866,0.5,11.1,0.0,0.292
0.9659,0.2588,10.9,0.0,0.292
1.0,0.0,11.4,0.0,0.292
0.9659,-0.2588,11.0,0.0,0.291
0.866,-0.5,10.1,0.0,0.291
0.7071,-0.7071,10.5,0.0,0.291
0.5,-0.866,11.0,1.5,0.292
0.2588,-0.9659,11.0,1.1,0.298
0.0,-1.0,10.3,0.0,0.305
-0.2588,-0.9659,10.0,0.0,0.306
-0.5,-0.866,9.6,0.0,0.306
-0.7071,-0.7071,10.3,0.0,0.306
-0.866,-0.5,10.9,0.0,0.305
-0.9659,-0.2588,12.3,0.0,0.305
-1.0,-0.0,12.7,0.0,0.304
-0.9659,0.2588,14.3,0.3,0.303
-0.866,0.5,14.5,0.0,0.302
-0.7071,0.7071,16.4,0.0,0.301
-0.5,0.866,15.4,0.0,0.3
-0.2588,0.9659,14.0,0.0,0.299
0.0,1.0,13.5,0.0,0.299
0.2588,0.9659,13.5,0.0,0.298
0.5,0.866,13.0,0.0,0.298
0.7071,0.7071,12.9,0.4,0.298
0.866,0.5,12.7,0.2,0.299
0.9659,0.2588,12.6,2.7,0.302
1.0,0.0,12.7,1.4,0.328
0.9659,-0.2588,11.9,6.1,0.348
0.866,-0.5,11.9,0.5,0.348
0.7071,-0.7071,11.7,0.4,0.347
0.5,-0.866,11.2,0.0,0.345
0.2588,-0.9659,10.4,0.3,0.345
0.0,-1.0,10.1,0.0,0.343
-0.2588,-0.9659,9.9,0.0,0.342
-0.5,-0.866,9.8,0.0,0.341
-0.7071,-0.7071,9.5,0.0,0.339
-0.866,-0.5,10.0,0.0,0.338
-0.9659,-0.2588,10.6,0.0,0.338
-1.0,-0.0,11.7,0.0,0.336
-0.9659,0.2588,12.7,0.0,0.335
-0.866,0.5,13.5,0.0,0.333
-0.7071,0.7071,15.1,0.0,0.332
-0.5,0.866,15.4,0.0,0.329
-0.2588,0.9659,14.9,0.0,0.328
0.0,1.0,13.6,0.0,0.326
0.2588,0.9659,12.1,0.0,0.325
0.5,0.866,11.2,0.0,0.325
0.7071,0.7071,10.8,0.0,0.324
0.866,0.5,10.3,0.0,0.324
0.9659,0.2588,10.2,0.0,0.324
1.0,0.0,10.3,0.0,0.324
0.9659,-0.2588,9.9,0.0,0.323
0.866,-0.5,9.0,0.0,0.323
0.7071,-0.7071,8.5,0.0,0.323
0.5,-0.866,9.5,0.0,0.323
0.2588,-0.9659,9.4,0.0,0.322
0.0,-1.0,9.8,0.0,0.321
-0.2588,-0.9659,10.2,0.0,0.321
-0.5,-0.866,10.4,0.2,0.321
-0.7071,-0.7071,10.5,0.5,0.321
-0.866,-0.5,10.7,4.6,0.329
-0.9659,-0.2588,10.7,13.4,0.369
-1.0,-0.0,11.2,6.1,0.407
-0.9659,0.2588,12.0,0.5,0.41
-0.866,0.5,13.2,0.0,0.409
-0.7071,0.7071,13.8,0.0,0.408
-0.5,0.866,14.2,0.0,0.407
-0.2588,0.9659,14.1,0.0,0.407
0.0,1.0,13.3,0.0,0.407
0.2588,0.9659,12.7,0.0,0.407
0.5,0.866,11.8,0.0,0.408
0.7071,0.7071,11.2,0.0,0.408
0.866,0.5,10.8,0.0,0.409
0.9659,0.2588,10.4,0.0,0.409
1.0,0.0,9.6,0.0,0.409
0.9659,-0.2588,9.7,0.0,0.405
0.866,-0.5,8.9,0.0,0.405
0.7071,-0.7071,9.1,0.0,0.406
0.5,-0.866,9.0,0.0,0.405
0.2588,-0.9659,8.7,0.0,0.405
0.0,-1.0,8.5,0.0,0.404
-0.2588,-0.9659,8.6,0.0,0.404
-0.5,-0.866,8.4,0.0,0.404
-0.7071,-0.7071,8.3,0.0,0.402
-0.866,-0.5,8.9,0.0,0.402
-0.9659,-0.2588,10.1,0.0,0.402
-1.0,-0.0,10.8,0.0,0.403
-0.9659,0.2588,12.3,0.0,0.402
-0.866,0.5,14.0,0.0,0.401
-0.7071,0.7071,15.3,0.0,0.4
-0.5,0.866,15.8,0.0,0.399
-0.2588,0.9659,15.7,0.0,0.398
0.0,1.0,14.4,0.0,0.397
0.2588,0.9659,13.4,0.0,0.397
0.5,0.866,11.3,0.0,0.397
0.7071,0.7071,10.0,0.0,0.397
0.866,0.5,9.5,0.0,0.397
0.9659,0.2588,8.7,0.0,0.398
1.0,0.0,8.4,0.0,0.398
0.9659,-0.2588,8.0,0.0,0.398
0.866,-0.5,7.8,0.0,0.398
0.7071,-0.7071,7.7,0.0,0.398
0.5,-0.866,7.6,0.0,0.398
0.2588,-0.9659,7.4,0.0,0.398
0.0,-1.0,7.2,0.0,0.398
-0.2588,-0.9659,7.1,0.0,0.398
-0.5,-0.866,6.9,0.0,0.398
-0.7071,-0.7071,6.9,0.0,0.398
-0.866,-0.5,8.1,0.0,0.399
-0.9659,-0.2588,9.8,0.0,0.399
-1.0,-0.0,11.2,0.0,0.399
-0.9659,0.2588,13.1,0.0,0.398
-0.866,0.5,14.5,0.0,0.397
-0.7071,0.7071,15.7,0.0,0.396
-0.5,0.866,16.3,0.0,0.395
-0.2588,0.9659,16.1,0.0,0.392
0.0,1.0,14.9,0.0,0.39
0.2588,0.9659,13.6,0.0,0.389
0.5,0.866,12.5,0.0,0.387
0.7071,0.7071,11.5,0.0,0.387
0.866,0.5,10.2,0.0,0.386
0.9659,0.2588,9.4,0.0,0.387
1.0,0.0,8.6,0.0,0.386
