Hour_sin,Hour_cos,Soil_Temp,Rainfall,Soil_Moisture
0.9659,-0.2588,8.3,0.0,0.386
0.866,-0.5,8.1,0.0,0.386
0.7071,-0.7071,7.7,0.0,0.386
0.5,-0.866,7.5,0.0,0.386
0.2588,-0.9659,7.2,0.0,0.386
0.0,-1.0,7.2,0.0,0.386
-0.2588,-0.9659,7.2,0.0,0.385
-0.5,-0.866,6.8,0.0,0.385
-0.7071,-0.7071,6.8,0.0,0.385
-0.866,-0.5,8.1,0.0,0.385
-0.9659,-0.2588,10.1,0.0,0.385
-1.0,-0.0,11.6,0.0,0.384
-0.9659,0.2588,13.3,0.0,0.383
-0.866,0.5,15.0,0.0,0.38
-0.7071,0.7071,16.5,0.0,0.378
-0.5,0.866,17.4,0.0,0.376
-0.2588,0.9659,17.3,0.0,0.374
0.0,1.0,16.1,0.0,0.37
0.2588,0.9659,14.8,0.0,0.37
0.5,0.866,13.7,0.0,0.363
0.7071,0.7071,12.9,0.0,0.36
0.866,0.5,11.1,0.0,0.36
0.9659,0.2588,10.7,0.0,0.36
1.0,0.0,9.9,0.0,0.361
0.9659,-0.2588,9.4,0.0,0.362
0.866,-0.5,9.0,0.0,0.362
0.7071,-0.7071,8.7,0.0,0.361
0.5,-0.866,8.9,0.0,0.361
0.2588,-0.9659,8.6,0.0,0.362
0.0,-1.0,8.3,0.0,0.362
-0.2588,-0.9659,8.3,0.0,0.361
-0.5,-0.866,8.3,0.0,0.361
-0.7071,-0.7071,8.3,0.0,0.362
-0.866,-0.5,9.2,0.0,0.361
-0.9659,-0.2588,10.9,0.0,0.361
-1.0,-0.0,12.5,0.0,0.361
-0.9659,0.2588,14.2,0.2,0.36
-0.866,0.5,15.7,0.0,0.358
-0.7071,0.7071,17.4,0.0,0.357
-0.5,0.866,18.0,0.0,0.356
-0.2588,0.9659,17.8,0.0,0.355
0.0,1.0,16.7,0.0,0.354
0.2588,0.9659,15.3,0.0,0.354
0.5,0.866,14.6,0.0,0.354
0.7071,0.7071,13.0,0.0,0.355
0.866,0.5,11.9,0.0,0.355
0.9659,0.2588,11.8,0.0,0.355
1.0,0.0,11.9,0.0,0.356
0.9659,-0.2588,11.8,0.0,0.355
0.866,-0.5,11.3,0.0,0.355
0.7071,-0.7071,11.7,0.0,0.355
0.5,-0.866,11.4,0.0,0.355
0.2588,-0.9659,10.8,0.0,0.355
0.0,-1.0,10.7,0.0,0.355
-0.2588,-0.9659,10.5,0.0,0.355
-0.5,-0.866,10.8,0.0,0.355
-0.7071,-0.7071,10.7,0.0,0.355
-0.866,-0.5,11.3,0.0,0.356
-0.9659,-0.2588,12.6,0.0,0.355
-1.0,-0.0,14.1,0.0,0.354
-0.9659,0.2588,15.7,0.0,0.354
-0.866,0.5,17.2,0.0,0.352
-0.7071,0.7071,18.3,0.0,0.35
-0.5,0.866,18.5,0.0,0.349
-0.2588,0.9659,18.5,0.0,0.348
0.0,1.0,17.6,0.0,0.347
0.2588,0.9659,16.7,0.0,0.346
0.5,0.866,15.1,0.0,0.347
0.7071,0.7071,13.7,0.0,0.347
0.866,0.5,13.1,0.0,0.347
0.9659,0.2588,12.7,0.0,0.347
1.0,0.0,12.3,0.0,0.348
0.9659,-0.2588,12.2,0.0,0.349
0.866,-0.5,11.9,0.0,0.349
0.7071,-0.7071,11.6,0.0,0.349
0.5,-0.866,11.4,0.0,0.349
0.2588,-0.9659,11.3,0.0,0.35
0.0,-1.0,11.3,0.0,0.35
-0.2588,-0.9659,11.1,0.0,0.35
-0.5,-0.866,11.0,0.0,0.351
-0.7071,-0.7071,10.9,0.0,0.351
-0.866,-0.5,11.8,0.0,0.351
-0.9659,-0.2588,13.1,0.0,0.35
-1.0,-0.0,14.2,0.0,0.349
-0.9659,0.2588,16.2,0.0,0.349
-0.866,0.5,17.4,0.0,0.347
-0.7071,0.7071,18.6,0.0,0.346
-0.5,0.866,18.9,0.0,0.345
-0.2588,0.9659,19.0,0.0,0.344
0.0,1.0,18.0,0.0,0.344
0.2588,0.9659,17.2,0.0,0.343
0.5,0.866,15.7,0.0,0.344
0.7071,0.7071,14.1,0.0,0.344
0.866,0.5,13.5,0.0,0.344
0.9659,0.2588,13.0,0.0,0.344
1.0,0.0,12.8,0.0,0.345
0.9659,-0.2588,12.6,0.0,0.345
0.866,-0.5,12.5,0.0,0.345
0.7071,-0.7071,11.9,0.0,0.345
0.5,-0.866,11.8,0.0,0.345
0.2588,-0.9659,11.6,0.0,0.345
0.0,-1.0,11.7,0.0,0.345
-0.2588,-0.9659,11.6,0.0,0.345
-0.5,-0.866,11.4,0.0,0.345
-0.7071,-0.7071,11.4,0.0,0.345
-0.866,-0.5,12.4,0.0,0.345
-0.9659,-0.2588,13.6,0.0,0.344
-1.0,-0.0,15.1,0.0,0.344
-0.9659,0.2588,16.5,0.0,0.343
-0.866,0.5,18.1,0.0,0.342
-0.7071,0.7071,19.4,0.0,0.341
-0.5,0.866,20.2,0.0,0.34
-0.2588,0.9659,19.9,0.0,0.339
0.0,1.0,18.7,0.0,0.338
0.2588,0.9659,17.8,0.0,0.338
0.5,0.866,15.8,0.0,0.338
0.7071,0.7071,14.8,0.0,0.339
0.866,0.5,14.2,0.0,0.339
0.9659,0.2588,13.6,0.0,0.339
1.0,0.0,13.1,0.0,0.339
0.9659,-0.2588,12.9,0.0,0.339
0.866,-0.5,12.7,0.0,0.339
0.7071,-0.7071,12.3,0.0,0.339
0.5,-0.866,12.5,0.0,0.339
0.2588,-0.9659,11.9,0.0,0.339
0.0,-1.0,11.8,0.0,0.339
-0.2588,-0.9659,11.5,0.0,0.338
-0.5,-0.866,11.3,0.0,0.338
-0.7071,-0.7071,11.4,0.0,0.339
-0.866,-0.5,12.5,0.0,0.339
-0.9659,-0.2588,13.9,0.0,0.339
-1.0,-0.0,15.6,0.0,0.338
-0.9659,0.2588,17.0,0.0,0.338
-0.866,0.5,18.6,0.0,0.336
-0.7071,0.7071,19.7,0.0,0.335
-0.5,0.866,20.7,0.0,0.333
-0.2588,0.9659,20.2,0.0,0.332
0.0,1.0,19.2,0.0,0.331
0.2588,0.9659,18.3,0.0,0.331
0.5,0.866,16.6,0.0,0.331
0.7071,0.7071,15.4,0.0,0.332
0.866,0.5,14.6,0.0,0.332
0.9659,0.2588,13.7,0.0,0.332
1.0,0.0,13.7,0.0,0.333
0.9659,-0.2588,13.6,0.0,0.333
0.866,-0.5,13.2,0.0,0.333
0.7071,-0.7071,13.0,0.0,0.333
0.5,-0.866,12.8,0.0,0.333
0.2588,-0.9659,12.7,0.0,0.333
0.0,-1.0,12.9,0.0,0.333
-0.2588,-0.9659,12.9,0.0,0.333
-0.5,-0.866,12.9,0.0,0.334
-0.7071,-0.7071,12.8,0.0,0.333
-0.866,-0.5,13.6,0.0,0.333
-0.9659,-0.2588,14.8,0.0,0.333
-1.0,-0.0,16.2,0.0,0.332
-0.9659,0.2588,17.7,0.0,0.331
-0.866,0.5,19.1,0.0,0.33
-0.7071,0.7071,20.1,0.0,0.328
-0.5,0.866,20.6,0.0,0.327
-0.2588,0.9659,20.5,0.0,0.325
0.0,1.0,19.5,0.0,0.324
0.2588,0.9659,18.4,0.0,0.324
0.5,0.866,16.8,0.0,0.324
0.7071,0.7071,15.2,0.0,0.325
0.866,0.5,14.6,0.0,0.326
0.9659,0.2588,14.5,0.0,0.326
1.0,0.0,14.1,0.0,0.326
0.9659,-0.2588,13.9,0.0,0.326
0.866,-0.5,13.1,0.0,0.326
0.7071,-0.7071,12.8,0.0,0.326
0.5,-0.866,12.5,0.0,0.326
0.2588,-0.9659,12.5,0.0,0.326
0.0,-1.0,12.4,0.0,0.326
-0.2588,-0.9659,12.4,0.0,0.326
-0.5,-0.866,12.2,0.0,0.327
-0.7071,-0.7071,12.0,0.0,0.327
-0.866,-0.5,13.2,0.0,0.327
-0.9659,-0.2588,14.6,0.0,0.327
-1.0,-0.0,16.2,0.0,0.326
-0.9659,0.2588,17.8,0.0,0.325
-0.866,0.5,19.0,0.0,0.324
-0.7071,0.7071,20.1,0.0,0.323
-0.5,0.866,20.3,0.0,0.322
-0.2588,0.9659,20.5,0.0,0.32
0.0,1.0,19.1,0.0,0.32
0.2588,0.9659,18.4,0.0,0.319
0.5,0.866,17.3,0.0,0.319
0.7071,0.7071,16.5,0.0,0.319
0.866,0.5,16.2,0.0,0.32
0.9659,0.2588,15.8,0.0,0.32
1.0,0.0,15.5,0.0,0.32
0.9659,-0.2588,14.5,0.0,0.32
0.866,-0.5,13.5,0.0,0.32
0.7071,-0.7071,13.3,0.0,0.321
0.5,-0.866,13.1,0.0,0.321
0.2588,-0.9659,12.6,0.0,0.321
0.0,-1.0,12.5,0.0,0.321
-0.2588,-0.9659,12.0,0.0,0.321
-0.5,-0.866,11.6,0.0,0.321
-0.7071,-0.7071,11.7,0.0,0.321
-0.866,-0.5,12.8,0.0,0.321
-0.9659,-0.2588,13.9,0.0,0.32
-1.0,-0.0,15.3,0.0,0.32
-0.9659,0.2588,16.8,0.0,0.319
-0.866,0.5,18.3,0.0,0.317
-0.7071,0.7071,19.1,0.0,0.316
-0.5,0.866,19.2,0.0,0.314
-0.2588,0.9659,19.0,0.0,0.313
0.0,1.0,18.0,0.0,0.311
0.2588,0.9659,17.0,0.0,0.311
0.5,0.866,16.0,0.0,0.311
0.7071,0.7071,15.4,0.0,0.311
0.866,0.5,14.0,0.0,0.311
0.9659,0.2588,12.8,0.0,0.311
1.0,0.0,12.2,0.0,0.312
0.9659,-0.2588,11.5,0.0,0.312
0.866,-0.5,11.0,0.0,0.312
0.7071,-0.7071,10.6,0.0,0.312
0.5,-0.866,10.4,0.0,0.312
0.2588,-0.9659,10.4,0.0,0.312
0.0,-1.0,10.5,0.0,0.312
-0.2588,-0.9659,10.4,0.0,0.312
-0.5,-0.866,10.3,0.0,0.312
-0.7071,-0.7071,10.5,0.0,0.312
-0.866,-0.5,11.7,0.0,0.312
-0.9659,-0.2588,13.6,0.0,0.312
-1.0,-0.0,15.2,0.0,0.311
-0.9659,0.2588,16.7,0.0,0.31
-0.866,0.5,18.0,0.0,0.309
-0.7071,0.7071,18.3,0.0,0.308
-0.5,0.866,19.5,0.0,0.307
-0.2588,0.9659,19.4,0.0,0.306
0.0,1.0,18.1,0.0,0.305
0.2588,0.9659,17.0,0.0,0.305
0.5,0.866,15.8,0.0,0.305
0.7071,0.7071,13.7,0.0,0.305
0.866,0.5,13.0,0.0,0.306
0.9659,0.2588,12.3,0.0,0.306
1.0,0.0,11.9,0.0,0.306
0.9659,-0.2588,11.8,0.0,0.306
0.866,-0.5,11.2,0.0,0.306
0.7071,-0.7071,11.2,0.0,0.306
0.5,-0.866,11.2,0.0,0.306
0.2588,-0.9659,11.0,0.0,0.306
0.0,-1.0,10.8,0.0,0.306
-0.2588,-0.9659,10.4,0.0,0.306
-0.5,-0.866,10.0,0.0,0.306
-0.7071,-0.7071,10.0,0.0,0.306
-0.866,-0.5,11.9,0.0,0.306
-0.9659,-0.2588,13.2,0.0,0.306
-1.0,-0.0,14.7,0.0,0.305
-0.9659,0.2588,15.8,0.0,0.305
-0.866,0.5,17.4,0.2,0.304
-0.7071,0.7071,18.4,0.0,0.302
-0.5,0.866,19.1,0.0,0.302
-0.2588,0.9659,18.8,0.0,0.3
0.0,1.0,17.7,0.0,0.3
0.2588,0.9659,16.8,0.0,0.3
0.5,0.866,15.2,0.0,0.3
0.7071,0.7071,13.3,0.0,0.3
0.866,0.5,12.6,0.0,0.3
0.9659,0.2588,11.9,0.0,0.3
1.0,0.0,11.6,0.0,0.3
0.9659,-0.2588,11.3,0.0,0.3
0.866,-0.5,11.6,0.0,0.301
0.7071,-0.7071,11.4,0.0,0.3
0.5,-0.866,11.7,0.0,0.3
0.2588,-0.9659,11.7,0.0,0.3
0.0,-1.0,11.7,0.0,0.3
-0.2588,-0.9659,11.6,0.0,0.3
-0.5,-0.866,11.5,0.0,0.3
-0.7071,-0.7071,11.4,0.0,0.3
-0.866,-0.5,12.2,0.0,0.3
-0.9659,-0.2588,13.3,0.0,0.299
-1.0,-0.0,15.0,0.0,0.299
-0.9659,0.2588,16.4,0.0,0.297
-0.866,0.5,17.9,0.0,0.296
-0.7071,0.7071,18.8,0.0,0.294
-0.5,0.866,19.7,0.0,0.292
-0.2588,0.9659,19.6,0.0,0.29
0.0,1.0,18.1,0.0,0.288
0.2588,0.9659,16.5,0.0,0.288
0.5,0.866,15.4,0.0,0.287
0.7071,0.7071,14.6,0.0,0.287
0.866,0.5,13.6,0.0,0.288
0.9659,0.2588,12.2,0.0,0.287
1.0,0.0,11.5,0.0,0.287
0.9659,-0.2588,10.7,0.0,0.287
0.866,-0.5,10.5,0.0,0.287
0.7071,-0.7071,9.7,0.0,0.288
0.5,-0.866,10.0,0.0,0.287
0.2588,-0.9659,9.6,0.0,0.287
0.0,-1.0,9.3,0.0,0.287
-0.2588,-0.9659,9.1,0.0,0.287
-0.5,-0.866,9.1,0.0,0.287
-0.7071,-0.7071,9.0,0.0,0.287
-0.866,-0.5,10.5,0.0,0.287
-0.9659,-0.2588,12.2,0.0,0.287
-1.0,-0.0,13.8,0.0,0.286
-0.9659,0.2588,15.6,0.0,0.286
-0.866,0.5,17.2,0.0,0.284
-0.7071,0.7071,18.5,0.0,0.281
-0.5,0.866,19.2,0.0,0.28
-0.2588,0.9659,18.7,0.0,0.279
0.0,1.0,17.7,0.0,0.278
0.2588,0.9659,16.5,0.0,0.277
0.5,0.866,14.6,0.0,0.277
0.7071,0.7071,12.9,0.0,0.277
0.866,0.5,12.2,0.0,0.277
0.9659,0.2588,11.5,0.0,0.277
1.0,0.0,10.8,0.0,0.277
0.9659,-0.2588,10.3,0.0,0.277
0.866,-0.5,10.0,0.0,0.277
0.7071,-0.7071,9.7,0.0,0.277
0.5,-0.866,9.3,0.0,0.277
0.2588,-0.9659,8.9,0.0,0.277
0.0,-1.0,8.7,0.0,0.277
-0.2588,-0.9659,8.6,0.0,0.277
-0.5,-0.866,8.4,0.0,0.277
-0.7071,-0.7071,8.5,0.0,0.277
-0.866,-0.5,10.1,0.0,0.277
-0.9659,-0.2588,11.9,0.0,0.277
-1.0,-0.0,13.4,0.0,0.276
-0.9659,0.2588,15.3,0.0,0.275
-0.866,0.5,17.0,0.0,0.273
-0.7071,0.7071,18.1,0.0,0.272
-0.5,0.866,18.8,0.0,0.27
-0.2588,0.9659,18.7,0.0,0.268
0.0,1.0,17.2,0.0,0.266
0.2588,0.9659,16.1,0.0,0.266
0.5,0.866,14.9,0.0,0.265
0.7071,0.7071,13.9,0.0,0.265
0.866,0.5,13.1,0.0,0.265
0.9659,0.2588,11.7,0.0,0.264
1.0,0.0,11.0,0.0,0.264
0.9659,-0.2588,10.6,0.0,0.264
0.866,-0.5,10.0,0.0,0.264
0.7071,-0.7071,9.9,0.0,0.264
0.5,-0.866,10.0,0.0,0.264
0.2588,-0.9659,11.0,0.0,0.264
0.0,-1.0,10.0,0.0,0.264
-0.2588,-0.9659,9.4,0.0,0.264
-0.5,-0.866,9.4,0.0,0.264
-0.7071,-0.7071,9.4,0.0,0.263
-0.866,-0.5,10.9,0.0,0.264
-0.9659,-0.2588,12.6,0.0,0.263
-1.0,-0.0,14.2,0.0,0.263
-0.9659,0.2588,16.2,0.0,0.261
-0.866,0.5,17.8,0.0,0.259
-0.7071,0.7071,19.0,0.0,0.258
-0.5,0.866,19.8,0.0,0.255
-0.2588,0.9659,19.6,0.0,0.254
0.0,1.0,18.3,0.0,0.252
0.2588,0.9659,17.1,0.0,0.251
0.5,0.866,15.9,0.0,0.25
0.7071,0.7071,15.1,0.0,0.25
0.866,0.5,14.1,0.0,0.25
0.9659,0.2588,12.5,0.0,0.25
1.0,0.0,11.8,0.0,0.25
0.9659,-0.2588,11.3,0.0,0.25
0.866,-0.5,11.0,0.0,0.25
0.7071,-0.7071,10.8,0.0,0.25
0.5,-0.866,10.5,0.0,0.25
0.2588,-0.9659,11.6,0.0,0.25
0.0,-1.0,12.5,0.0,0.25
-0.2588,-0.9659,11.9,0.0,0.25
-0.5,-0.866,10.8,0.0,0.25
-0.7071,-0.7071,10.9,0.0,0.25
-0.866,-0.5,12.2,0.0,0.25
-0.9659,-0.2588,13.8,0.0,0.25
-1.0,-0.0,15.4,0.0,0.249
-0.9659,0.2588,17.2,0.0,0.248
-0.866,0.5,19.2,0.0,0.247
-0.7071,0.7071,20.5,0.0,0.245
-0.5,0.866,20.9,0.0,0.243
-0.2588,0.9659,20.6,0.0,0.242
0.0,1.0,19.1,0.0,0.24
0.2588,0.9659,17.9,0.0,0.24
0.5,0.866,16.5,0.0,0.24
0.7071,0.7071,16.1,0.0,0.24
0.866,0.5,14.2,0.0,0.24
0.9659,0.2588,13.5,0.0,0.24
1.0,0.0,14.4,0.0,0.24
0.9659,-0.2588,14.8,0.0,0.239
0.866,-0.5,13.9,0.0,0.24
0.7071,-0.7071,12.8,0.0,0.24
0.5,-0.866,13.9,0.0,0.24
0.0,-1.0,14.2,,0.24
-0.2588,-0.9659,14.2,0.0,0.24
-0.5,-0.866,14.3,0.0,0.24
-0.7071,-0.7071,14.3,0.0,0.24
-0.866,-0.5,14.6,0.0,0.24
-0.9659,-0.2588,15.0,0.0,0.24
-1.0,-0.0,15.4,0.0,0.24
-0.9659,0.2588,15.9,0.0,0.239
-0.866,0.5,16.2,0.0,0.239
-0.7071,0.7071,16.7,0.0,0.239
-0.5,0.866,17.0,0.0,0.238
-0.2588,0.9659,17.1,0.0,0.238
0.0,1.0,16.5,0.0,0.237
0.2588,0.9659,16.1,0.0,0.237
0.5,0.866,15.4,0.0,0.237
0.7071,0.7071,14.7,0.0,0.237
0.866,0.5,13.2,0.0,0.237
0.9659,0.2588,12.3,0.0,0.237
1.0,0.0,11.8,0.0,0.237
0.9659,-0.2588,11.4,0.0,0.236
0.866,-0.5,11.0,0.0,0.237
0.7071,-0.7071,10.7,0.0,0.236
0.5,-0.866,10.4,0.0,0.236
0.2588,-0.9659,10.1,0.0,0.236
0.0,-1.0,9.9,0.0,0.236
-0.2588,-0.9659,9.8,0.0,0.236
-0.5,-0.866,9.5,0.0,0.236
-0.7071,-0.7071,9.7,0.0,0.236
-0.866,-0.5,11.4,0.0,0.236
-0.9659,-0.2588,13.2,0.0,0.236
-1.0,-0.0,14.7,0.0,0.236
-0.9659,0.2588,16.3,0.0,0.235
-0.866,0.5,17.9,0.0,0.234
-0.7071,0.7071,19.1,0.0,0.233
-0.5,0.866,19.5,0.0,0.232
-0.2588,0.9659,19.4,0.0,0.231
0.0,1.0,18.2,0.0,0.229
0.2588,0.9659,17.1,0.0,0.229
0.5,0.866,15.7,0.0,0.229
0.7071,0.7071,13.4,0.0,0.229
0.866,0.5,12.3,0.0,0.229
0.9659,0.2588,11.6,0.0,0.229
1.0,0.0,11.1,0.0,0.228
0.9659,-0.2588,10.8,0.0,0.229
0.866,-0.5,10.3,0.0,0.229
0.7071,-0.7071,10.1,0.0,0.229
0.5,-0.866,10.0,0.0,0.229
0.2588,-0.9659,9.7,0.0,0.228
0.0,-1.0,9.7,0.0,0.229
-0.2588,-0.9659,9.5,0.0,0.228
-0.5,-0.866,9.4,0.0,0.229
-0.7071,-0.7071,9.7,0.0,0.228
-0.866,-0.5,11.4,0.0,0.228
-0.9659,-0.2588,13.1,0.0,0.228
-1.0,-0.0,14.9,0.3,0.227
-0.9659,0.2588,16.8,0.0,0.227
-0.866,0.5,18.8,0.0,0.225
-0.7071,0.7071,20.3,0.0,0.224
-0.5,0.866,20.8,0.0,0.222
-0.2588,0.9659,20.7,0.0,0.221
0.0,1.0,19.3,0.0,0.22
0.2588,0.9659,18.2,0.0,0.219
0.5,0.866,16.9,0.0,0.218
0.7071,0.7071,14.5,0.0,0.219
0.866,0.5,13.3,0.0,0.219
0.9659,0.2588,13.0,0.0,0.219
1.0,0.0,12.9,0.0,0.218
0.9659,-0.2588,12.2,0.0,0.218
0.866,-0.5,11.9,0.0,0.218
0.7071,-0.7071,11.5,0.0,0.218
0.5,-0.866,11.3,0.0,0.218
0.2588,-0.9659,11.1,0.0,0.218
0.0,-1.0,10.5,0.0,0.217
-0.2588,-0.9659,10.1,0.0,0.218
-0.5,-0.866,9.9,0.0,0.218
-0.7071,-0.7071,10.1,0.0,0.218
-0.866,-0.5,12.0,0.0,0.217
-0.9659,-0.2588,13.8,0.0,0.217
-1.0,-0.0,15.8,0.2,0.217
-0.9659,0.2588,17.4,0.0,0.216
-0.866,0.5,19.4,0.0,0.215
-0.7071,0.7071,20.2,0.0,0.214
-0.5,0.866,21.3,0.0,0.212
-0.2588,0.9659,19.8,0.0,0.211
0.0,1.0,19.4,0.0,0.21
0.2588,0.9659,18.5,0.0,0.21
0.5,0.866,17.1,0.0,0.21
0.7071,0.7071,15.0,0.0,0.21
0.866,0.5,14.2,0.0,0.21
0.9659,0.2588,13.6,0.0,0.21
1.0,0.0,14.1,0.0,0.21
0.9659,-0.2588,13.8,0.0,0.21
0.866,-0.5,13.3,0.0,0.21
0.7071,-0.7071,12.6,0.0,0.21
0.5,-0.866,11.7,0.0,0.21
0.2588,-0.9659,11.3,0.0,0.21
0.0,-1.0,10.9,0.0,0.21
-0.2588,-0.9659,10.6,0.0,0.21
-0.5,-0.866,10.8,0.0,0.21
-0.7071,-0.7071,10.9,0.0,0.21
-0.866,-0.5,12.3,0.0,0.21
-0.9659,-0.2588,14.0,0.0,0.21
-1.0,-0.0,15.7,0.0,0.209
-0.9659,0.2588,17.7,0.0,0.209
-0.866,0.5,19.3,0.0,0.207
-0.7071,0.7071,20.7,0.0,0.206
-0.5,0.866,21.5,0.0,0.205
-0.2588,0.9659,21.3,0.0,0.203
0.0,1.0,19.8,0.0,0.202
0.2588,0.9659,18.8,0.0,0.201
0.5,0.866,17.3,0.0,0.201
0.7071,0.7071,15.1,0.0,0.201
0.866,0.5,14.1,0.0,0.201
0.9659,0.2588,13.7,0.0,0.201
1.0,0.0,13.2,0.0,0.201
0.9659,-0.2588,13.4,0.0,0.202
0.866,-0.5,13.0,0.0,0.202
0.7071,-0.7071,13.8,0.0,0.202
0.5,-0.866,13.3,0.0,0.201
0.2588,-0.9659,13.6,0.0,0.201
0.0,-1.0,14.2,0.0,0.201
-0.2588,-0.9659,14.4,0.0,0.201
-0.5,-0.866,14.5,0.0,0.201
-0.7071,-0.7071,14.6,0.0,0.201
-0.866,-0.5,15.1,0.0,0.201
-0.9659,-0.2588,15.8,0.0,0.201
-1.0,-0.0,16.8,0.0,0.201
-0.9659,0.2588,18.3,0.0,0.201
-0.866,0.5,19.9,0.0,0.199
-0.7071,0.7071,21.1,0.0,0.198
-0.5,0.866,21.4,0.0,0.197
-0.2588,0.9659,21.3,0.0,0.195
0.0,1.0,19.7,0.0,0.194
0.2588,0.9659,18.5,0.0,0.194
0.5,0.866,17.4,0.0,0.194
0.7071,0.7071,16.7,0.0,0.194
0.866,0.5,16.2,0.0,0.194
0.9659,0.2588,15.0,0.0,0.194
1.0,0.0,13.6,0.0,0.194
0.9659,-0.2588,12.9,0.0,0.194
0.866,-0.5,12.9,0.0,0.194
0.7071,-0.7071,13.1,0.0,0.194
0.5,-0.866,12.8,0.0,0.194
0.2588,-0.9659,14.3,0.0,0.194
0.0,-1.0,14.7,0.0,0.194
-0.2588,-0.9659,14.9,0.0,0.194
-0.5,-0.866,15.0,0.0,0.194
-0.7071,-0.7071,15.1,0.0,0.194
-0.866,-0.5,15.7,0.0,0.194
-0.9659,-0.2588,16.5,0.0,0.194
-1.0,-0.0,17.5,0.0,0.194
-0.9659,0.2588,18.6,0.0,0.193
-0.866,0.5,19.9,0.0,0.192
-0.7071,0.7071,20.8,0.0,0.19
-0.5,0.866,20.9,0.0,0.189
-0.2588,0.9659,20.8,0.0,0.188
0.0,1.0,19.7,0.0,0.186
0.2588,0.9659,18.8,0.0,0.187
0.5,0.866,17.6,0.0,0.186
0.7071,0.7071,15.7,0.0,0.186
0.866,0.5,14.9,0.0,0.186
0.9659,0.2588,14.2,0.0,0.186
1.0,0.0,13.9,0.0,0.186
0.9659,-0.2588,13.7,0.0,0.186
0.866,-0.5,13.6,0.0,0.186
0.7071,-0.7071,13.4,0.0,0.186
0.5,-0.866,13.4,0.0,0.186
0.2588,-0.9659,12.9,0.0,0.186
0.0,-1.0,12.8,0.0,0.186
-0.2588,-0.9659,12.7,0.0,0.186
-0.5,-0.866,12.6,0.0,0.186
-0.7071,-0.7071,12.9,0.0,0.186
-0.866,-0.5,14.3,0.0,0.186
-0.9659,-0.2588,16.0,0.0,0.185
-1.0,-0.0,18.0,0.0,0.184
-0.9659,0.2588,19.9,0.0,0.183
-0.866,0.5,21.9,0.0,0.181
-0.7071,0.7071,23.3,0.0,0.179
-0.5,0.866,24.1,0.0,0.177
-0.2588,0.9659,23.7,0.0,0.175
0.0,1.0,22.1,0.0,0.173
0.2588,0.9659,20.9,0.0,0.172
0.5,0.866,19.6,0.0,0.172
0.7071,0.7071,18.6,0.0,0.172
0.866,0.5,17.3,0.0,0.172
0.9659,0.2588,16.2,0.0,0.172
1.0,0.0,15.6,0.0,0.172
0.9659,-0.2588,15.0,0.0,0.172
0.866,-0.5,15.1,0.0,0.172
0.7071,-0.7071,14.8,0.0,0.172
0.5,-0.866,14.6,0.0,0.172
0.2588,-0.9659,14.0,0.0,0.171
0.0,-1.0,13.7,0.0,0.171
-0.2588,-0.9659,13.3,0.0,0.171
-0.5,-0.866,13.0,0.0,0.171
-0.7071,-0.7071,13.5,0.0,0.171
-0.866,-0.5,14.9,0.0,0.171
-0.9659,-0.2588,16.6,0.0,0.171
-1.0,-0.0,18.4,0.0,0.17
-0.9659,0.2588,20.3,0.0,0.169
-0.866,0.5,22.2,0.0,0.167
-0.7071,0.7071,23.8,0.0,0.166
-0.5,0.866,24.4,0.0,0.164
-0.2588,0.9659,23.9,0.0,0.163
0.0,1.0,22.1,0.0,0.162
0.2588,0.9659,20.7,0.0,0.162
0.5,0.866,19.6,0.0,0.162
0.7071,0.7071,18.7,0.0,0.162
0.866,0.5,17.6,0.0,0.162
0.9659,0.2588,16.2,0.0,0.162
1.0,0.0,15.8,0.0,0.162
0.9659,-0.2588,15.6,0.0,0.162
0.866,-0.5,16.0,0.0,0.162
0.7071,-0.7071,15.1,0.0,0.162
0.5,-0.866,14.4,0.0,0.162
0.2588,-0.9659,14.3,0.0,0.162
0.0,-1.0,14.4,0.0,0.162
-0.2588,-0.9659,14.8,0.0,0.162
-0.5,-0.866,14.7,0.0,0.162
-0.7071,-0.7071,14.8,0.0,0.162
-0.866,-0.5,15.9,0.0,0.161
-0.9659,-0.2588,17.5,0.0,0.161
-1.0,-0.0,19.2,0.2,0.161
-0.9659,0.2588,21.0,0.0,0.159
-0.866,0.5,22.8,0.0,0.158
-0.7071,0.7071,24.0,0.0,0.157
-0.5,0.866,24.7,0.0,0.155
-0.2588,0.9659,24.2,0.0,0.154
0.0,1.0,22.6,0.0,0.153
0.2588,0.9659,21.1,0.0,0.153
0.5,0.866,20.0,0.0,0.153
0.7071,0.7071,18.4,0.0,0.153
0.866,0.5,17.6,0.0,0.153
0.9659,0.2588,17.2,0.0,0.153
1.0,0.0,16.4,0.0,0.153
0.9659,-0.2588,15.8,0.0,0.153
0.866,-0.5,15.4,0.0,0.153
0.7071,-0.7071,15.1,0.0,0.153
0.5,-0.866,14.6,0.0,0.153
0.2588,-0.9659,14.2,0.0,0.152
0.0,-1.0,13.9,0.0,0.153
-0.2588,-0.9659,13.6,0.0,0.152
-0.5,-0.866,13.6,0.0,0.152
-0.7071,-0.7071,14.0,0.0,0.152
-0.866,-0.5,15.5,0.0,0.153
-0.9659,-0.2588,17.3,0.0,0.152
-1.0,-0.0,19.1,0.0,0.152
